dataid,active_record,building_type,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,program_shines,city,state,pv,pv_panel_direction,total_amount_of_pv,amount_of_south_facing_pv,amount_of_west_facing_pv,amount_of_east_facing_pv,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,survey_2017,survey_2019,number_of_nests,indoor_temp_min_time,indoor_temp_max_time,indoor_temp_data_availability,gas_ert_min_time,gas_ert_max_time,gas_data_availability,water_ert_min_time,water_ert_max_time,water_data_availability,egauge_1min_min_time,egauge_1min_max_time,egauge_1min_data_availability,egauge_1s_min_time,egauge_1s_max_time,egauge_1s_data_availability,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,battery1,car1,car2,circpump1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,grid,heater1,heater2,heater3,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,sewerpump1,shed1,solar,solar2,sprinkler1,sumppump1,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1,wellpump1,energy_storage_system,energy_storage_system_l1,energy_storage_system_l2
86,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Portal Only,,,Austin,Texas,,,,,,,2011-09-01,,1951,1800.0,1800.0,0.0,0.0,,,yes,"","","","","","","",1,2022-04-27 13:50:00-05,2023-08-26 06:54:00-05,81%,,,,2016-04-12 01:57:00-05,2016-06-22 11:58:00-05,0%,2013-01-17 18:00:00-06,2024-10-02 06:59:00-05,97%,2019-02-22 03:00:00-06,2024-09-25 12:00:00-05,79%,yes,,,,,,,yes,yes,,,,,,,,,,,,,,yes,,,yes,,,,yes,,,,,,,,,,,yes,,,,,,yes,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,
93,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Text Message,,,Austin,Texas,yes,South,6.105,6.105,0.0,,2011-09-01,,1990,2925.0,2925.0,0.0,0.0,,,yes,"",yes,"","","","","",0,,,,,,,,,,2012-12-08 18:00:00-06,2023-05-30 07:59:00-05,99%,2019-02-23 07:00:00-06,2023-05-30 07:00:00-05,99%,yes,,,,,,,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,yes,,,,,,yes,,,yes,,yes,yes,yes,,,,,,yes,,,,yes,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,,
103,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1954,1775.0,1250.0,550.0,0.0,,,"","",yes,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Control,,,Austin,Texas,,,,,,,2011-09-01,,1955,1650.0,1650.0,0.0,0.0,,,yes,"",yes,yes,yes,"",yes,"",1,2014-08-20 08:19:00-05,2017-01-15 10:59:00-06,97%,2013-08-30 19:05:20-05,2017-01-14 23:37:59-06,81%,2013-08-30 19:05:18-05,2015-10-28 23:31:00-05,21%,2012-10-27 19:00:00-05,2019-04-12 11:59:00-05,99%,2014-10-01 00:00:00-05,2019-04-12 11:00:00-05,52%,yes,,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,,,yes,,,,yes,,,,,,,,yes,,,,,,,,,,,yes,,,,,,
898,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Pricing Trial,,,Austin,Texas,,,,,,,2011-09-01,,1971,1225.0,1225.0,0.0,0.0,,,"","","","","","","","",,,,,,,,,,,2012-09-13 19:00:00-05,2016-06-19 04:59:00-05,97%,,,,yes,,,,,yes,,,,,,,,,,,,,,,yes,yes,,,,yes,,yes,,yes,,,,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
1334,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Pricing Trial,,,Austin,Texas,,,,,,,2011-09-01,,1953,1000.0,1000.0,0.0,0.0,,,yes,"",yes,"",yes,yes,"","",,,,,,,,,,,2012-09-22 19:00:00-05,2024-10-02 06:59:00-05,95%,2019-03-08 18:00:00-06,2024-09-28 09:00:00-05,72%,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,yes,,yes,,,,,,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,
1589,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1997,2425.0,2425.0,0.0,0.0,,,yes,"",yes,yes,"","","","",,2014-10-09 09:53:00-05,2017-02-19 06:59:00-06,100%,2013-08-30 19:06:30-05,2017-02-18 23:59:52-06,87%,2013-08-30 19:06:29-05,2015-10-28 23:16:00-05,21%,2014-07-30 00:00:00-05,2019-03-03 18:59:00-06,52%,2014-10-01 00:00:00-05,2016-12-15 01:45:01-06,99%,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,
1714,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Control,,,Austin,Texas,yes,,5.6,,,,2011-09-01,,1953,1925.0,1925.0,0.0,0.0,,,yes,"",yes,yes,"","",yes,yes,1,2014-10-07 09:26:00-05,2024-07-09 21:29:00-05,39%,2012-04-11 18:38:50-05,2018-01-29 23:53:21-06,84%,2012-04-11 18:39:59-05,2015-10-28 23:57:00-05,13%,2012-08-08 19:00:00-05,2024-10-02 06:59:00-05,92%,2016-01-14 10:37:00-06,2024-09-25 21:00:00-05,79%,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,
1796,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1952,1600.0,1600.0,0.0,0.0,,,yes,"",yes,yes,yes,yes,yes,"",1,2022-06-22 10:04:00-05,2024-10-02 08:47:00-05,61%,,,,,,,2014-06-19 00:00:00-05,2024-10-02 06:59:00-05,99%,2019-03-05 18:00:00-06,2024-09-25 15:00:00-05,86%,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1962,3800.0,1750.0,2050.0,0.0,,,"","",yes,yes,"",yes,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Control,,,Austin,Texas,,,,,,,2011-09-01,,1963,1175.0,1175.0,0.0,0.0,,,yes,yes,yes,yes,"","",yes,"",1,,,,2012-04-11 18:45:43-05,2013-05-10 16:04:58-05,100%,,,,2012-08-24 19:00:00-05,2024-10-02 06:59:00-05,99%,2019-02-28 18:00:00-06,2024-09-25 14:00:00-05,86%,yes,,,,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,yes,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
3342,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1955,3050.0,3050.0,0.0,0.0,,,yes,"",yes,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3778,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Text Message,,,Austin,Texas,,,,,,,2011-09-01,,1968,1250.0,1250.0,0.0,0.0,,,yes,"",yes,yes,yes,yes,"","",,,,,2013-07-30 03:46:47-05,2020-10-08 18:38:27.703133-05,93%,2013-07-30 03:52:49-05,2015-10-28 21:24:00-05,24%,2012-08-26 19:00:00-05,2022-04-11 08:59:00-05,100%,2014-10-01 00:00:00-05,2022-04-11 08:00:00-05,82%,yes,,,,,,,yes,yes,,,,,,,,yes,,,,,,,yes,yes,yes,,,,yes,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1938,750.0,750.0,0.0,0.0,,,yes,"","","","","","","",1,,,,,,,,,,2014-03-28 00:00:00-05,2023-12-09 07:59:00-06,98%,2019-03-04 18:00:00-06,2023-12-03 15:00:00-06,95%,yes,,,,,yes,,,,,,,,,,,,yes,,,yes,,,,,,,yes,,yes,,,,,,,,,yes,yes,,,,,,,yes,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
4141,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1967,1200.0,1200.0,0.0,0.0,,,yes,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5292,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1963,1950.0,1950.0,0.0,0.0,,,yes,"","","","","","","",0,,,,2012-04-13 13:06:42-05,2013-04-04 23:46:45-05,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5371,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Control,,,Austin,Texas,,,,,,,2011-09-01,,1938,925.0,925.0,0.0,0.0,,,yes,"",yes,yes,yes,yes,yes,yes,1,2014-10-06 16:58:00-05,2015-08-06 14:59:00-05,95%,2013-09-13 08:18:43-05,2015-08-05 23:58:31-05,62%,2012-04-12 18:00:00-05,2015-08-05 23:46:00-05,5%,2012-12-01 18:00:00-06,2024-10-02 06:59:00-05,79%,2019-03-08 18:00:00-06,2024-09-25 11:00:00-05,86%,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
5746,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Portal Only,,,Austin,Texas,,,,,,,2011-09-01,,1953,1775.0,1775.0,0.0,0.0,,,"",yes,yes,yes,yes,"",yes,"",,,,,,,,2016-03-01 00:00:00-06,2017-06-26 20:33:00-05,99%,2012-09-06 19:00:00-05,2024-10-02 06:59:00-05,98%,2018-01-01 02:00:00-06,2024-09-25 14:00:00-05,94%,yes,,,yes,,,,,yes,,,,,,,,yes,,,,yes,,,yes,,yes,,,,yes,,,,,,,,,yes,yes,yes,yes,yes,yes,,,yes,,yes,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,
5949,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Control,,,Austin,Texas,,,,,,,2011-09-01,,1945,1950.0,1950.0,0.0,0.0,,,yes,"",yes,yes,"","","","",0,,,,,,,,,,2012-10-31 19:00:00-05,2024-09-30 16:59:00-05,93%,2019-03-11 19:00:00-05,2024-09-24 08:00:00-05,74%,yes,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
6088,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1972,3425.0,2025.0,1400.0,0.0,,,yes,"",yes,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6139,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Pricing Trial,,,Austin,Texas,yes,South,4.42,4.42,0.0,,2011-09-01,,1967,2350.0,,,,,,yes,"",yes,yes,yes,yes,"","",1,2020-01-16 15:04:00-06,2024-03-19 10:21:00-05,58%,,,,,,,2012-09-15 19:00:00-05,2024-03-19 07:59:00-05,99%,2018-01-01 02:00:00-06,2024-03-14 05:00:00-05,97%,yes,,,,,yes,yes,,,,,,,yes,,,yes,,yes,,yes,yes,yes,,,yes,,yes,,yes,,,,,,,yes,,,,yes,yes,,,,,yes,,,yes,yes,,,,,,,,,yes,yes,,,,,yes,,,,,,,,,,,,
6246,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1977,2225.0,1075.0,1175.0,0.0,,,yes,"",yes,"",yes,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6394,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1938,2525.0,2525.0,0.0,0.0,,,yes,"",yes,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6730,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Pricing Trial,,,Austin,Texas,,,,,,,2011-09-01,,1970,1975.0,,,,,,"",yes,"",yes,"",yes,yes,yes,1,2020-01-07 14:04:00-06,2024-08-13 00:32:00-05,38%,,,,,,,2012-09-13 19:00:00-05,2024-10-02 06:59:00-05,95%,2018-01-01 01:00:00-06,2024-09-25 20:00:00-05,91%,yes,,,,,yes,,yes,,,,,,,,,yes,,,,,,yes,,,yes,,yes,,yes,,,,,,,yes,yes,yes,,yes,yes,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
6794,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1951,1225.0,1225.0,0.0,0.0,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6827,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1963,1100.0,1100.0,0.0,0.0,,,yes,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7161,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1979,925.0,925.0,0.0,0.0,,,yes,"",yes,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7531,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Text Message,,,Austin,Texas,,,,,,,2011-09-01,,2000,2300.0,1050.0,1250.0,0.0,,,yes,"",yes,"","","",yes,"",2,2022-09-27 13:04:00-05,2023-01-12 15:51:00-06,82%,,,,2016-03-22 00:00:00-05,2019-03-20 15:19:00-05,22%,2012-09-14 19:00:00-05,2023-09-16 22:59:00-05,59%,2019-07-19 08:00:00-05,2023-09-13 19:00:00-05,85%,yes,,,,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
7589,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1951,2025.0,2025.0,0.0,0.0,,,yes,"",yes,"","","",yes,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7769,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Text Message,,,Austin,Texas,,,,,,,2011-09-01,,1950,950.0,950.0,0.0,0.0,,,yes,"",yes,yes,yes,yes,yes,"",1,2022-05-13 14:04:00-05,2023-06-23 14:51:00-05,87%,,,,2014-08-10 06:57:00-05,2015-10-28 15:34:00-05,0%,2012-10-04 19:00:00-05,2024-10-02 06:59:00-05,98%,2014-10-01 00:00:00-05,2024-09-26 09:00:00-05,81%,yes,,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,,,,,yes,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
7989,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Pricing Trial,,,Austin,Texas,yes,East,6.24,,,6.24,2011-09-01,,1976,2150.0,1750.0,400.0,0.0,,,"","",yes,yes,"",yes,yes,yes,,2014-09-12 14:15:00-05,2017-10-11 06:59:00-05,96%,2013-08-22 11:03:55-05,2020-10-08 18:57:20.58255-05,82%,2013-08-22 11:03:55-05,2020-10-08 18:44:00-05,8%,2012-09-06 19:00:00-05,2022-12-10 08:59:00-06,99%,2014-10-16 04:26:08-05,2022-12-10 07:00:00-06,81%,yes,,,,,,,,,,,,,yes,,,,,,,,,yes,,,yes,,,,yes,,,,,,,,,,,yes,,,,,,,,yes,yes,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,
8268,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1957,1050.0,1050.0,0.0,0.0,,,yes,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8399,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1986,2425.0,2425.0,0.0,0.0,,,yes,"",yes,"","","","","",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9356,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Portal Only,,,Austin,Texas,,,,,,,2011-09-01,,1984,3375.0,1350.0,1600.0,425.0,,,yes,"","","","","",yes,"",1,,,,,,,,,,2012-09-17 19:00:00-05,2019-08-24 07:59:00-05,100%,2019-03-13 19:00:00-05,2019-08-24 07:00:00-05,100%,yes,,,,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,,,yes,,,,,,,,,,,,,,,,,yes,,yes,yes,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,yes,,,
9499,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Control,,,Austin,Texas,,,,,,,2011-09-01,,1968,1100.0,1100.0,0.0,0.0,,,yes,"",yes,yes,yes,"","","",1,,,,2012-04-11 18:28:55-05,2013-05-10 09:48:16-05,82%,,,,2012-10-11 01:00:00-05,2014-08-06 23:59:00-05,97%,,,,yes,,,,,yes,yes,yes,,,,,,yes,,,yes,,,,,,yes,,,yes,,,,yes,,,,,,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9609,yes,Town Home,,yes,yes,,,CCET - UT Text,,,Austin,Texas,,,,,,,2011-09-01,,1952,1075.0,1075.0,0.0,0.0,,,yes,"",yes,yes,yes,yes,yes,"",1,,,,2012-04-11 18:59:30-05,2013-03-04 17:11:56-06,74%,,,,2012-10-19 19:00:00-05,2024-10-02 06:59:00-05,99%,2019-03-13 19:00:00-05,2024-10-01 16:00:00-05,92%,yes,,,,,yes,,yes,,,,,,yes,,,,yes,yes,,,,,,,yes,,,,yes,,,,,,,yes,,yes,,yes,yes,yes,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
9643,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Pricing Trial,,,Austin,Texas,,,,,,,2011-09-01,,1960,1200.0,1200.0,0.0,0.0,,,"","",yes,"","","","","",,2014-09-12 16:48:00-05,2016-01-18 06:59:00-06,43%,2013-08-07 11:48:54-05,2016-01-17 23:45:08-06,39%,2013-08-07 11:48:54-05,2015-07-24 06:50:00-05,21%,2013-11-14 18:00:00-06,2016-01-18 03:59:00-06,92%,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9727,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1946,2000.0,2000.0,0.0,0.0,,,yes,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9867,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1962,1450.0,725.0,725.0,0.0,,,yes,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9915,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - UT Text,,,Austin,Texas,,,,,,,2011-09-01,,1963,1125.0,1125.0,0.0,0.0,,,yes,"","","","","","","",0,,,,2012-04-11 18:58:05-05,2013-05-10 16:17:33-05,99%,,,,2012-11-15 18:00:00-06,2020-02-29 11:59:00-06,92%,2019-03-14 19:00:00-05,2020-02-29 09:00:00-06,100%,yes,,,,,,,yes,yes,yes,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,yes,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
9916,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1961,1375.0,1375.0,0.0,0.0,,,yes,"",yes,"","",yes,"","",0,,,,2012-04-15 10:11:20-05,2013-05-10 04:16:29-05,58%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9917,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1977,2775.0,1525.0,1050.0,0.0,200.0,0.0,"","",yes,yes,"","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9920,yes,Single-Family Home 001 (Master),,yes,yes,,,,,,Austin,Texas,,,,,,,2011-09-01,,1957,1075.0,1075.0,0.0,0.0,,,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9921,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Pricing Trial,,,Austin,Texas,,,,,,,2011-09-01,,1955,1100.0,1100.0,0.0,0.0,,,yes,"",yes,yes,"",yes,"","",1,,,,,,,,,,2012-08-25 19:00:00-05,2023-10-02 16:59:00-05,76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
9922,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Control,,,Austin,Texas,,,,,,,2011-09-01,,2000,2325.0,2325.0,0.0,0.0,,,yes,"",yes,yes,yes,"",yes,"",,,,,,,,,,,2012-09-07 19:00:00-05,2023-03-09 08:59:00-06,98%,2018-01-01 02:00:00-06,2023-03-09 07:00:00-06,97%,yes,yes,,,,,,yes,yes,yes,,,,,,,yes,,,,yes,yes,yes,,,yes,yes,,,yes,,,,,,,yes,yes,,,yes,yes,yes,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,
9926,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Pricing Trial,,,Austin,Texas,,,,,,,2011-09-01,,1995,2275.0,975.0,1300.0,0.0,0.0,0.0,"",yes,yes,"","",yes,"","",,,,,,,,,,,2012-10-12 19:00:00-05,2024-10-02 06:59:00-05,80%,2019-03-14 19:00:00-05,2024-09-25 11:00:00-05,91%,yes,,,,,,,yes,yes,,,,,,,,yes,,,,yes,yes,yes,,,,,,,yes,,,,,,,yes,,yes,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,
9929,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - UT Text,,,Austin,Texas,,,,,,,2011-09-01,,1939,900.0,900.0,0.0,0.0,0.0,0.0,"","",yes,"","","","","",0,,,,,,,,,,2012-08-24 19:00:00-05,2017-02-03 03:34:00-06,100%,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
9932,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Pricing Trial,,,Austin,Texas,yes,South,5.2,5.2,,,2011-09-01,,2001,2175.0,1525.0,650.0,0.0,0.0,0.0,"",yes,yes,yes,yes,yes,yes,yes,,2019-12-16 11:04:00-06,2021-04-09 14:41:00-05,97%,,,,,,,2014-05-31 00:00:00-05,2024-10-02 04:59:00-05,100%,,,,yes,,,,,,,,,,,,,yes,,,,yes,,,yes,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,yes,,,,,,,,,,,,
9934,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Text Message,,,Austin,Texas,yes,,12.0,,,,2011-09-01,,1967,1900.0,,,,,,yes,"",yes,yes,yes,"",yes,yes,,,,,,,,,,,2012-10-12 19:00:00-05,2024-10-02 06:59:00-05,91%,,,,yes,,,,,,,yes,,,,,,yes,,,yes,,,,yes,,yes,,yes,yes,yes,,,yes,,,,yes,,,,,yes,yes,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,yes,,,,,,yes,,,,,,
9936,yes,Single-Family Home 001 (Master),,yes,yes,,,CCET - Control,,,Austin,Texas,,,,,,,2011-09-01,,1987,1525.0,1525.0,0.0,0.0,,,yes,"",yes,yes,"","","","",,,,,,,,,,,2012-12-11 18:00:00-06,2014-11-29 17:59:00-06,100%,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,yes,,yes,,,,yes,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
