dataid,active_record,building_type,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,program_shines,city,state,pv,pv_panel_direction,total_amount_of_pv,amount_of_south_facing_pv,amount_of_west_facing_pv,amount_of_east_facing_pv,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,survey_2017,survey_2019,number_of_nests,indoor_temp_min_time,indoor_temp_max_time,indoor_temp_data_availability,gas_ert_min_time,gas_ert_max_time,gas_data_availability,water_ert_min_time,water_ert_max_time,water_data_availability,egauge_1min_min_time,egauge_1min_max_time,egauge_1min_data_availability,egauge_1s_min_time,egauge_1s_max_time,egauge_1s_data_availability,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,battery1,car1,car2,circpump1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,grid,heater1,heater2,heater3,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,pool2,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,sewerpump1,shed1,solar,solar2,sprinkler1,sumppump1,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1,wellpump1,energy_storage_system,energy_storage_system_l1,energy_storage_system_l2
2110,yes,Single-Family Home 001 (Master),yes,,,,,,,,Mansfield,Texas,,,,,,,2013-04-19,,,2550.0,2550.0,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4659,yes,Single-Family Home 001 (Master),yes,,,,,,,,Euless,Texas,,,,,,,2013-04-19,,,1300.0,1300.0,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4873,yes,Single-Family Home 001 (Master),yes,,,,,,,,Trophy Club,Texas,,,,,,,2013-04-19,,,2300.0,2300.0,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2995,,Single-Family Home 001 (Master),,,yes,,,CCET - Portal Only,,,Austin,Texas,,,,,,,2013-04-25,2014-07-25,2008,1725.0,700.0,1025.0,0.0,0.0,0.0,"","","","",yes,"","","",,,,,,,,,,,2013-05-22 00:00:00-05,2014-06-25 18:59:00-05,100%,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,yes,,,,,,,,,yes,yes,yes,,,,,,yes,,yes,,yes,,,,,,,,,yes,yes,,,,,,,,,,yes,,,,,,,
9233,,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,,,,,,,2013-04-25,2014-10-31,,,,,,,,"","","","",yes,"","","",,,,,,,,,,,2014-02-01 18:00:00-06,2014-10-23 18:59:00-05,100%,,,,yes,,,,,,,,,,,,,,,,yes,yes,,,yes,,,,,yes,,,,yes,,,,,,,,,yes,,yes,yes,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,
6744,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2013-06-01,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2013-08-30,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2013-12-01,,825.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-06-17 00:00:00-05,2013-12-01 00:00:00-06,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,
7302,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2013-12-01,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2013-12-06,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3026,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2013-12-17,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8961,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2014-02-28,,825.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-08-19 19:00:00-05,2014-01-18 17:59:00-06,18%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4321,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2014-05-30,,825.0,,,,,,"","","","","","",yes,"",,,,,,,,,,,2014-01-24 00:00:00-06,2014-04-27 18:59:00-05,101%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,yes,yes,yes,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,
8328,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2014-07-01,,625.0,,,,,,"","","","","","","","",,,,,,,,,,,2014-01-16 18:00:00-06,2014-04-24 18:59:00-05,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,
4864,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2015-01-31,,825.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-12-05 18:00:00-06,2015-01-20 17:59:00-06,100%,,,,yes,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,
347,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2015-06-16,,600.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-05-16 19:00:00-05,2015-05-28 03:52:00-05,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,
3411,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2015-06-16,,1025.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-05-15 19:00:00-05,2015-06-16 03:59:00-05,100%,,,,yes,,,,,,,yes,yes,,,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,
6500,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2015-06-16,,825.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-11-16 18:00:00-06,2015-06-16 03:59:00-05,100%,,,,yes,,,,,,,yes,,,,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
9340,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2015-06-16,,1025.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-10-09 19:00:00-05,2015-06-16 03:44:00-05,100%,,,,yes,,,,,yes,,,,,,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
7527,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2015-06-17,,1025.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-11-19 18:00:00-06,2015-06-17 05:32:00-05,100%,,,,yes,,,,,yes,,,,,,,,,,,,,,,yes,yes,,,,,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,
135,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2015-06-18,,825.0,,,,,,"","","","",yes,"","","",,,,,,,,,,,2013-06-04 19:00:00-05,2015-06-18 07:35:00-05,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,
1854,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2015-06-18,,600.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-06-05 00:00:00-05,2015-06-18 05:31:00-05,90%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,
9201,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2015-06-18,,825.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-10-09 19:00:00-05,2015-06-18 07:36:00-05,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
9803,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2015-08-17,,625.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-12-12 18:00:00-06,2015-06-09 20:59:00-05,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,
4042,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2015-12-03,,625.0,,,,,,"","","","","","","","",,,,,,,,,,,2014-03-19 00:00:00-05,2015-10-21 19:59:00-05,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,
4416,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2015-12-03,,625.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-12-05 18:00:00-06,2015-10-21 19:59:00-05,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,
772,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2016-06-16,,825.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-12-04 18:00:00-06,2015-10-20 02:59:00-05,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,
8034,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-06,2016-06-16,,825.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-06-05 19:00:00-05,2015-10-20 02:59:00-05,100%,,,,yes,,,,,,,yes,,,,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,
5786,,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,yes,,,,,,2013-05-10,2019-09-03,1943,4350.0,1825.0,2525.0,,,,"","","","","","","","",,,,,,,,,,,2013-09-11 19:00:00-05,2018-11-26 19:59:00-06,57%,,,,yes,yes,yes,,,,,,,,,,,yes,,,yes,,,,yes,yes,,yes,,yes,yes,,,yes,,,,,yes,yes,,,yes,,yes,yes,,,,,,,yes,,yes,,,,,,,,,,yes,yes,,,,yes,,,,,,,,,,,,
1202,yes,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,,,,,,,2013-05-10,,1951,2125.0,1325.0,800.0,,,,"","","","","","","","",,,,,,,,,,,2013-11-27 18:00:00-06,2024-10-02 06:59:00-05,88%,2019-03-05 18:00:00-06,2024-09-25 09:00:00-05,52%,yes,yes,,,,,,,,,,,,yes,,,,,,,yes,yes,yes,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,yes,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,,,,,,,2013-05-10,,2012,2225.0,1425.0,775.0,,,,"","","","",yes,yes,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3085,yes,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,,,,,,,2013-05-10,,1941,1275.0,1275.0,0.0,0.0,0.0,0.0,"","","","",yes,"","","",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4806,yes,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,,,,,,,2013-05-10,,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9051,yes,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,,,,,,,2013-05-10,,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4437,yes,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,,,,,,,2013-05-12,,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9890,yes,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,,,,,,,2013-05-23,,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2323,,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,yes,South;East,5.13,1.71,0.0,3.42,2013-05-24,2013-11-01,2007,3250.0,1550.0,1725.0,0.0,0.0,0.0,"","",yes,"","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6133,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-05-30,2013-09-04,,825.0,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5356,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-06-10,2015-12-03,,825.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-06-15 19:00:00-05,2015-10-20 02:59:00-05,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,
457,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-06-11,2015-12-03,,625.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-06-17 19:00:00-05,2015-12-01 02:59:00-06,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,
3678,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-06-11,2015-12-03,,850.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-06-17 19:00:00-05,2015-10-20 04:59:00-05,98%,,,,yes,,,,,,,yes,,,,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,
4544,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-06-13,2014-04-07,,625.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-12-05 18:00:00-06,2014-04-06 18:59:00-05,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,
1331,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-06-18,2014-12-31,,1025.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-09-07 19:00:00-05,2014-12-31 23:59:00-06,100%,,,,yes,,,,,yes,,,,,,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9931,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-06-18,2015-06-18,,825.0,,,,,,"","","","",yes,"","","",,,,,,,,,,,2013-06-20 19:00:00-05,2015-06-18 05:30:00-05,100%,,,,yes,,,,,,,yes,,,,,,,,,,,,,yes,,,,,yes,,,,yes,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,
5539,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-06-19,2015-06-18,,825.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-06-21 19:00:00-05,2015-06-18 03:59:00-05,96%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,
22,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-06-20,2015-06-18,,825.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-06-22 19:00:00-05,2015-06-18 07:42:00-05,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,
765,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-06-22,2014-02-28,,600.0,,,,,,"","","","","","","","",,,,,,,,,,,2014-02-14 18:00:00-06,2014-02-21 17:59:00-06,86%,,,,yes,,,,,yes,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,,,,,
1105,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-06-22,2015-02-28,,825.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-11-13 18:00:00-06,2015-02-28 23:59:00-06,98%,,,,yes,,,,,yes,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
1479,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-06-22,2015-06-18,,600.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-11-16 18:00:00-06,2015-06-18 05:59:00-05,100%,,,,yes,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,
1889,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-06-22,2015-06-18,,1025.0,,,,,,"","","","","","","","",,,,,,,,,,,2014-01-24 18:00:00-06,2015-06-18 06:59:00-05,100%,,,,yes,,,,,yes,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
4296,,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,yes,,,,,,2013-06-25,2019-08-30,2007,2025.0,800.0,1250.0,0.0,0.0,0.0,"","","","","","","","",,,,,2014-07-14 14:51:13-05,2018-08-28 02:15:49.859144-05,67%,,,,2013-06-30 19:00:00-05,2019-01-28 01:59:00-06,37%,,,,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,
3705,yes,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,,,,,,,2013-06-25,,1963,2225.0,2225.0,0.0,0.0,0.0,0.0,"","","","","","","","",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,yes,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,yes,,,,,,2013-07-01,,1955,1700.0,1700.0,0.0,0.0,,,"","","","","","",yes,"",,,,,,,,,,,2013-10-10 19:00:00-05,2024-10-02 04:59:00-05,98%,2019-03-02 04:00:00-06,2024-09-25 16:00:00-05,87%,yes,,,,yes,,,,,,,,,,,,,yes,,,,,,,,yes,,,,yes,,,,,,,,,yes,yes,yes,yes,,,,,,,,,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
5959,yes,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,,,,,,,2013-07-01,,1987,1925.0,875.0,1050.0,0.0,0.0,0.0,"","","","","","","","",1,,,,,,,,,,2013-07-11 00:00:00-05,2024-05-28 19:59:00-05,93%,2019-03-11 19:00:00-05,2024-05-25 18:00:00-05,84%,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5060,,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,,,,,,,2013-07-03,2021-01-15,1948,1125.0,1125.0,0.0,0.0,0.0,0.0,"","","","","","",yes,"",2,,,,,,,,,,2013-07-11 00:00:00-05,2021-10-05 10:59:00-05,84%,2019-03-21 06:00:00-05,2021-10-05 09:00:00-05,81%,yes,,,,,,,,,,,,,,,,yes,,,,,,yes,,,yes,,yes,,yes,,,,,,,yes,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
7491,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-07-09,2015-12-03,,625.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-12-05 18:00:00-06,2015-10-21 15:59:00-05,99%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,
7703,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-07-09,2015-12-03,,625.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-07-11 19:00:00-05,2015-11-23 05:59:00-06,97%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,
7984,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-07-09,2015-12-03,,825.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-07-11 19:00:00-05,2015-09-12 09:59:00-05,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,,,yes,yes,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,
5317,yes,Single-Family Home 001 (Master),,,yes,,,,,,Austin,Texas,,,,,,,2013-07-09,,2012,1775.0,850.0,925.0,,,,"","","","","",yes,yes,yes,,,,,2014-04-16 12:44:33-05,2019-04-04 22:03:16.951391-05,57%,,,,2014-10-04 00:00:00-05,2023-08-21 13:59:00-05,98%,2019-03-07 18:00:00-06,2023-08-16 00:00:00-05,95%,yes,,,,,,,,,,,,,,,,yes,,,,yes,,yes,,,,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
9642,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-07-10,2013-10-01,,625.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-08-29 19:00:00-05,2013-09-30 23:59:00-05,101%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,
4856,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-07-10,2015-12-03,,625.0,,,,,,"","","","","","","","",,,,,,,,,,,2013-07-17 00:00:00-05,2015-12-01 02:33:00-06,100%,,,,yes,,,,,,,,,,,,,,,,,,,,yes,yes,,,,yes,,,,yes,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,yes,,,,,,
6378,yes,Single-Family Home 001 (Master),,,,,,,,,Dallas,Texas,,,,,,,2013-07-10,,1947,1950.0,1950.0,,,,,"","","","","","",yes,yes,2,,,,,,,,,,2013-10-29 19:00:00-05,2024-08-14 14:59:00-05,92%,,,,yes,yes,,,,yes,yes,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,yes,yes,,yes,,,,,,,,,yes,yes,,,,,,,yes,,yes,,yes,yes,,,,,,,,,yes,,,,,,,,yes,,,,,,,,,
8370,,Apartment,,,,,yes,,,,Austin,Texas,,,,,,,2013-07-12,2013-09-17,,,,,,,,"","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
